number,value,params_SA_kernel_size,params_SE_reduction_ratio,params_base,params_beta1,params_beta2,params_cardinality,params_dropout_rate,params_lr,params_wd
98,0.452,9,16,4,0.844236936037806,0.9823222140561348,64,0.47622475491321997,0.0005016612833074434,4.1516145790034776e-05
99,0.412,9,16,2,0.8893866762711985,0.9832683716444486,64,0.3006402158129054,0.0004391290873292647,4.58296073018076e-05
100,0.432,9,16,4,0.856415947436788,0.9877287803151341,64,0.38951037573684977,0.0007483549472966555,3.2699831132628805e-05
101,0.458,9,16,4,0.8694586413039095,0.9845218901886539,64,0.4495633976269988,0.0008951465160729855,3.878618487111157e-05
102,0.406,9,16,4,0.8635278999246635,0.9907982220963908,64,0.4561722431421255,0.0006671471113051223,4.959303020179673e-05
103,0.39,3,16,4,0.8281887693912781,0.98259051624557,64,0.3202894648268569,0.0007972005693658437,2.746077135199478e-05
104,0.478,9,16,4,0.8377913623100365,0.9894322213657385,64,0.40429352894105647,0.000600039170112474,3.2096019711272876e-05
105,0.422,7,16,4,0.8226186025653559,0.983481827099859,32,0.4627490374179381,0.0004811158560972704,1.1466389597209464e-05
106,0.464,9,16,4,0.8337241639791529,0.9884779814020338,64,0.48019940733563626,0.00017055252300214886,4.372266679876731e-05
107,0.472,9,32,2,0.8458044794973222,0.9863293832702313,64,0.4249926793831448,0.000900013488643571,8.130251873100388e-06
108,0.388,9,16,4,0.8170380784256976,0.9855504013060399,64,0.3551927474011395,0.00012867518632699075,5.7441572860792604e-05
109,0.46,9,16,4,0.8610109573662973,0.9839625276756359,64,0.4930942692609442,0.0007322367636189882,1.991446475331979e-05
110,0.428,9,16,4,0.867048749018416,0.9813479743045226,64,0.4481617018255907,0.0004077426441413139,2.5189029134056254e-05
111,0.466,9,16,4,0.8294622171504094,0.9895849340084591,64,0.40499317780897687,0.0005890412855613092,2.9988500963782947e-05
112,0.422,9,16,4,0.8387338939700606,0.9873367497307309,64,0.4130276584020599,0.0005529020490959175,3.627850659747699e-05
113,0.478,9,16,4,0.8475084366219433,0.9900307013991065,64,0.38316170494292684,0.0006680504944582062,3.2297991175294726e-05
114,0.454,9,16,4,0.8508529117694359,0.9890223538216705,64,0.3987315218528233,0.0003452291404469156,6.514185071548672e-05
115,0.466,9,16,4,0.8560836821156338,0.9917122729953392,64,0.44428052062582024,0.0005128362758339767,4.054494722662198e-05
116,0.428,9,16,2,0.8736221284566387,0.9906613764810323,64,0.433502271182865,0.0007960469487206948,3.1273834104835714e-05
117,0.408,9,16,4,0.8357674795071154,0.9883897149471451,32,0.3373498986052918,0.000607062677376325,4.78455596334149e-05
118,0.414,3,16,4,0.8427303909306054,0.9894607989187298,64,0.4195878875008834,0.000905328139910154,2.3563208214290967e-05
119,0.474,7,32,4,0.8789417139817547,0.9806860008210208,64,0.406903597668316,0.0007175431217306362,1.7934203335518546e-05
120,0.446,9,16,4,0.8668207717830009,0.9829925751340095,16,0.3935892673196827,0.00045353080546091926,8.732726601194409e-05
121,0.408,9,16,4,0.8394772874261627,0.9898879352316218,64,0.3806990268991307,0.0006608539073834512,3.462646661523256e-05
122,0.488,9,16,4,0.8581726688276957,0.9903357787349384,64,0.38598206069336,0.0006488305364978285,3.0789268565645904e-05
123,0.416,9,16,4,0.8614266523519013,0.9912925777424649,64,0.36554243549868565,0.000823290944550059,4.250544643939321e-05
124,0.43,9,16,4,0.8570235415019201,0.9870198071139885,64,0.30763982732990514,0.0005880880674079458,2.7980856997401785e-05
125,0.416,9,16,4,0.8982464041013336,0.9928507065255336,64,0.3169365540569519,0.0007429804906826398,5.220516617761933e-05
126,0.526,9,16,2,0.8487704982446206,0.9851590317503216,64,0.4022636031597011,0.0005259022085468748,2.1576696398120642e-05
127,0.404,9,16,2,0.8515491887764635,0.9858898090204273,64,0.37303586333319133,0.0005455340684752804,2.1050646247987544e-05
128,0.424,9,16,2,0.8845020538991055,0.9851417164923265,64,0.3862845821616502,0.00048602457097779705,1.4729531933354824e-05
129,0.456,9,16,2,0.8476999782882152,0.986425425468765,16,0.3259105885014341,0.0009433552353909848,1.2068912218142473e-05
130,0.352,9,16,2,0.9414009869000565,0.984519493301488,64,0.3130885373291888,8.916696944409483e-05,3.898431598480478e-05
131,0.444,9,16,2,0.8317685804409833,0.9879905714165931,64,0.3946079747914387,0.0006331633106695255,9.61979772409773e-06
132,0.424,9,16,4,0.8534996681315771,0.9887976211990871,64,0.43712079869763093,0.0005157107075722752,2.5478939158563332e-05
133,0.434,9,16,4,0.8595314804278994,0.990394711013676,64,0.40720594762662393,0.0008429463372059239,3.025798171189101e-05
134,0.46,9,16,4,0.8708470945162647,0.9848362179458336,64,0.41496904098574716,0.000690342576232095,3.652201401204168e-05
135,0.522,9,16,2,0.8447448011715808,0.9873875397870893,64,0.4722295133488891,0.0009961380126301829,1.0293248249744803e-05
136,0.462,9,16,2,0.8443948013254444,0.9875903668402299,64,0.4723867818961677,0.0009455116742874453,9.965176881654301e-06
137,0.448,9,16,2,0.8650518327303571,0.9858742540703693,64,0.45834444833194377,0.0009987060120505876,8.475053885032047e-06
138,0.398,9,16,2,0.8509144937096844,0.9867807777858555,16,0.5063191151944151,0.0007703384774985857,1.109969554040764e-05
139,0.408,5,16,2,0.9890499896344431,0.9851537489056963,64,0.46421174742384946,0.0008391247026106802,1.4951163598216776e-05
140,0.422,9,32,2,0.8411056701505272,0.9856612041805674,32,0.45140094237634004,0.0003947075015125593,7.274172595915577e-06
141,0.468,9,16,4,0.8378384871752216,0.9891668313961426,64,0.3994583946588259,0.0006073216074439196,1.3110658887013597e-05
142,0.482,9,16,8,0.9157217074693271,0.9873091574808643,64,0.42599967792431187,0.0007265837722351153,3.299093169529344e-05
143,0.498,9,16,8,0.9044334084938728,0.9873842333637117,64,0.4285676601241145,0.0007313740513458482,5.634648189546964e-05
144,0.424,9,16,8,0.9136701843888088,0.9872857124445654,64,0.4257485741834628,0.0007311617948694397,5.693413584333041e-05
145,0.46,9,16,8,0.9150251137739319,0.9865338421655949,64,0.4174846443764644,0.0006724187776913551,6.687426348770969e-05
146,0.478,9,16,8,0.9015018601178528,0.987605969384838,64,0.42797950177352156,0.0005533780095041636,4.471082432606162e-05
147,0.414,9,16,8,0.9046838469415638,0.9881431411839168,64,0.4390708074161853,0.0007914516304971538,5.169382056484497e-05
148,0.424,9,16,8,0.8909938884666857,0.987079812122049,64,0.48836219804806125,0.00046345259702764097,4.026269006712283e-05
149,0.416,9,16,8,0.9240822418881152,0.9917145629185532,64,0.33204503070947183,0.0006616161013427625,8.107284923729012e-05
150,0.446,3,16,8,0.9085341193838254,0.9818334629780009,64,0.3220046152882252,0.00088430752581592,2.712366123079657e-05
151,0.404,9,16,8,0.9206725892380266,0.9861707221106671,64,0.44603042238200225,0.0007666521043292057,3.385889004066658e-05
152,0.418,7,16,8,0.9082947442972835,0.9837267976038014,64,0.47467444547255594,0.0008737547426983516,4.507517929200297e-05
153,0.402,9,16,8,0.8960205720234324,0.9886052832333426,16,0.4592179154322954,0.0007099255549311374,8.925919529562651e-06
154,0.444,9,16,2,0.8544842341115527,0.9941701758295198,64,0.4346235419383718,0.0005608999301917881,3.6707789694401294e-05
155,0.242,9,16,8,0.899702962525703,0.9842423829692959,64,0.42169367576086847,1.086426248091866e-05,1.0522816494644484e-05
156,0.412,5,16,4,0.8590698608936173,0.9867106570485626,64,0.4428640263805552,0.0009912681697288217,9.308917460583029e-05
157,0.234,9,16,4,0.846405450805537,0.9874500495488567,64,0.4521308791689664,3.76918468366417e-05,5.799996939655385e-05
158,0.392,9,16,2,0.8743910189662645,0.9880159113537382,64,0.3492622926216795,0.0006253886138840394,2.403344048819043e-05
159,0.416,9,16,8,0.8258690493115343,0.9870731106710942,16,0.3150633303717205,0.0007945759197530027,4.7416728018127114e-05
160,0.452,9,16,4,0.848844571435311,0.9862951338921766,64,0.4699956482734889,0.0007172583676589805,2.9557937465018735e-05
161,0.52,9,16,4,0.8346956559526958,0.9902229198786038,64,0.40289822457127716,0.0005210652681007374,3.168407091439542e-05
162,0.384,9,16,4,0.8344053200645806,0.9902964991459609,64,0.38742248521034367,0.0005077761344681355,3.269960704692897e-05
163,0.402,9,16,4,0.8314481012266588,0.9908003814430423,64,0.41363294828843045,0.00043771063056062407,3.965862814654991e-05
164,0.422,9,16,4,0.8619845550010736,0.9853601992544229,64,0.3929525456297146,0.0005793072945741067,2.810917158374017e-05
165,0.388,9,16,4,0.9113676516151679,0.983226169046209,64,0.4031249787789582,0.0009042348578884346,3.5119824663989135e-05
166,0.47,9,16,4,0.8422661294820837,0.9951788678549334,64,0.30609943737924306,0.0006550540848842404,7.809156640144104e-06
167,0.504,9,32,4,0.9288548251748988,0.9877980409513069,64,0.40858113698333093,0.0005021551840737489,6.872065656105034e-05
168,0.436,9,32,4,0.9264569204646359,0.9899050285656423,64,0.4081199679774171,0.000497537927695535,7.017816968057483e-05
169,0.454,9,32,2,0.9149498252222079,0.987808156994827,64,0.39937535422526993,0.0005327890645073442,7.96808426319717e-05
170,0.44,9,32,8,0.8684827220517923,0.9910214135481592,64,0.4109777611332589,0.0004665729852969664,6.475459965125798e-05
171,0.424,9,32,4,0.9042559849776739,0.9874759413202179,64,0.43143735002586886,0.0004211008630124912,5.09483841249019e-05
172,0.44,9,32,4,0.9667166822729748,0.9881178189543438,64,0.4218243663746834,0.0008243906219391581,5.902937888601364e-05
173,0.44,9,16,4,0.8556446470883089,0.9886808289633274,64,0.3942002255523709,0.0006190049656109341,4.390906901402507e-05
174,0.474,5,16,4,0.918226253042147,0.9867788365014758,16,0.41631967752931076,0.000678569425988754,3.1175055750005516e-05
175,0.452,9,16,4,0.9061885449566155,0.985935683443143,64,0.4021912083888862,0.0007565447519145156,1.203191805758714e-05
176,0.448,9,16,4,0.929903102528049,0.9884272930599669,32,0.4262394652810704,0.0005668895941642739,3.7019182777826124e-05
177,0.472,3,16,4,0.9337719484645916,0.9872012696502448,64,0.32657838305578263,0.0008532546892635157,2.2189986424114477e-05
178,0.406,9,16,2,0.894312990992497,0.9922135689192966,64,0.4606439365022125,0.0005120650197228589,1.012030337196825e-05
179,0.434,9,16,4,0.8459021587422686,0.990524629757693,64,0.40951878063252584,0.0006180440578526373,2.594891660721539e-05
180,0.454,7,16,8,0.8649794342523035,0.9890436454461407,64,0.3405267631073302,0.0009239897289435863,4.163249769280193e-05
181,0.412,9,16,4,0.8376064253813504,0.9826173633450928,64,0.4045783056954275,0.0005872007654146378,2.967442343668579e-05
182,0.42,9,16,4,0.8288505124871929,0.9894942874173737,64,0.38446860410392825,0.0007118451237778638,7.627189376928596e-05
183,0.434,9,16,4,0.839284929301684,0.9877654639349267,64,0.40096470079715923,0.0005427882941906025,3.1671362235292043e-05
184,0.512,9,16,4,0.8359241168525084,0.9899657214241466,64,0.3899403060031609,0.0006668417548161907,3.5122416927139724e-05
185,0.476,9,16,4,0.820891318839218,0.9902887655099272,64,0.3945024442451624,0.000762332073185416,5.4907580703838485e-05
186,0.426,9,16,4,0.8509890573053446,0.9847030839835222,16,0.3892740263975151,0.0006759575158151709,4.85703689834893e-05
187,0.422,9,16,4,0.835745045421519,0.9864955353885518,64,0.48044783199960184,0.0008415337267884916,3.4374671552693235e-05
188,0.424,9,16,2,0.8441809966289798,0.9898236959952933,64,0.3780192354267221,0.0004617817993942098,3.800252903877408e-05
189,0.512,9,32,8,0.9017772608951011,0.9913742537950653,64,0.44251068238451646,0.0006385516113212774,4.1760844982796766e-05
190,0.422,9,32,8,0.9100640257927568,0.990251536441762,64,0.4412114798931478,0.0006316213939882176,4.2501845479511325e-05
191,0.5,9,32,8,0.8330912301740147,0.9914600754664422,64,0.4477078348351957,0.0007331520650071522,3.7921881513075376e-05
192,0.406,9,32,8,0.8334296379456215,0.9914138650552279,64,0.44740449506144847,0.000690148311495669,3.794771066373369e-05
193,0.424,9,32,8,0.9004729598559293,0.9911617578575068,64,0.43094737935245847,0.0005636847997786881,3.405774930332253e-05
194,0.408,9,32,8,0.8269302228275026,0.99213794036001,64,0.43924869842202885,7.112140861844524e-05,4.5400236994508794e-05
195,0.436,9,32,8,0.8979614608539974,0.9907858461010088,64,0.3206712215259426,0.0007371063782416181,4.12281684026117e-05
196,0.384,9,32,8,0.8240499304789801,0.991707943625815,64,0.43443257731378127,0.0006214522143022312,6.249339762876136e-05
197,0.448,9,32,8,0.9024367176437498,0.9907343595174268,64,0.3108670163542753,0.0005202484510345233,5.2042684599547666e-05
198,0.444,9,32,8,0.8582865535023759,0.991556219568198,64,0.4541592614851108,0.0007769592990771541,2.8679451104424324e-05
199,0.498,9,32,8,0.8301684668512093,0.9920080644251719,64,0.44611629221068355,0.0006596095167919564,3.587809141071499e-05
200,0.432,9,32,8,0.8308640094691732,0.9926060502081235,64,0.44541349112850204,0.0006596732361565978,3.541219348700991e-05
201,0.42,9,32,8,0.8167947060473421,0.9912530911173656,64,0.4494805269091977,0.0007128628157031301,3.951081830565927e-05
202,0.466,9,32,8,0.8406076239384568,0.9910225994159418,64,0.44390237238788866,0.0005977293358680471,3.238761993859328e-05
203,0.448,9,32,8,0.8332566146272673,0.9919452828427588,64,0.4358455439464866,0.0007951412263454778,4.726569572761638e-05
204,0.418,9,32,8,0.8300626068893171,0.987018943117283,64,0.33125849199747714,0.0004973244179779959,3.617489340792087e-05
205,0.368,9,8,8,0.8496872778505284,0.9928975671773747,64,0.4258880428493773,0.0006518387022065495,1.8562170029500698e-06
206,0.442,9,32,2,0.834722989143911,0.9901546712121432,64,0.30081345590216174,0.00056108875156422,3.1373307606751255e-05
207,0.44,9,16,8,0.8402065777635441,0.9906237198334726,64,0.4212806414998881,0.0007224131163318066,3.9084999447231384e-05
208,0.376,9,16,8,0.8618753395797507,0.9854312718896628,64,0.3896212898148912,0.00012516771864035952,2.6064978815923607e-05
209,0.448,9,32,2,0.854186564390502,0.991902987609391,64,0.31670730150412785,0.000823217387421906,4.185484212995033e-05
210,0.434,9,16,4,0.9076126309539313,0.9840859079968328,64,0.3979898046596373,0.00040213546874831986,7.029051802142118e-05
211,0.494,5,16,4,0.8920895947705056,0.9896362454208045,16,0.46619242344993433,0.000998245941459165,3.4559139479572585e-05
212,0.378,5,16,4,0.8268572820804776,0.9883249589048761,64,0.470111157133621,0.0009012149924157085,3.376802997901335e-05
213,0.482,9,16,4,0.8842375033198424,0.9896887162485707,16,0.46103387347945823,0.0009845443003792937,2.8016037275259626e-06
214,0.368,9,16,4,0.889329285561673,0.9896718052253666,16,0.4645163946791949,0.0009866297410094287,3.109086316651064e-05
215,0.49,9,16,4,0.8940452217165074,0.9895875933506418,16,0.4562803058606654,0.000927408175884446,2.4471842761523242e-06
216,0.478,9,16,4,0.8931241344531774,0.9892243606248721,16,0.45555872844535256,0.0008895796403756253,3.6020939007538145e-05
217,0.552,3,16,4,0.8685738182995577,0.9900910058627325,16,0.46643021542233565,0.000788445902762644,2.7954857147506977e-05
218,0.4,3,16,4,0.8698584912432168,0.9904010494666312,16,0.45350551624584773,0.0008199553616303951,2.4060450682548552e-05
219,0.448,3,16,4,0.8744082525905943,0.9900792731666691,16,0.4672954073861006,0.0009073691026881035,5.376631506931215e-06
