Epoch,Cost,Train_acc,Valid_acc
1,1.2857182877562423,0.5527832579010483,0.6140954661080353
2,0.8035335673646319,0.7204750299794979,0.6254676043692953
3,0.6116894225470058,0.7841476151792968,0.7317073170731707
4,0.5086291592641927,0.82116745967274,0.7046236720035912
5,0.4477450223685713,0.8436810955088778,0.735298518629358
6,0.4037174122398811,0.8593864840818537,0.7332036510549155
7,0.3692086968285096,0.8719585315848517,0.7589405955409247
8,0.33741428137821433,0.8840276971877297,0.8077210833458028
9,0.31591973152693986,0.8920351243665622,0.8234325901541224
10,0.29534929460185433,0.8974507755986229,0.8576986383360766
11,0.27656041946040816,0.9037948241847511,0.8035313481969175
12,0.258402642844669,0.9107578043402577,0.7969474786772408
13,0.24248996397738556,0.9167150206955244,0.8104144845129433
14,0.22379508901774736,0.9249932304359599,0.7779440371090828
15,0.21139217548978304,0.926347143243975,0.8374981295825228
16,0.20069508609537146,0.9314146454682604,0.860990573095915
17,0.19641954776379142,0.9348187690998414,0.8710160107736047
18,0.18731710253891967,0.935747166453909,0.8503666018255275
19,0.17763944008470614,0.9398862713241267,0.8599431393086937
20,0.16338505846273044,0.9447603574329814,0.8644321412539279
21,0.07051293036985755,0.9768287493713976,0.8949573544815203
22,0.047869573651564,0.9849135429964024,0.9013915906030225
23,0.03970638156256472,0.9863061390275037,0.8867275175819243
24,0.0378350431651102,0.9879308343971219,0.8963040550650905
25,0.03235881291471958,0.9888592317511895,0.9067783929373036
26,0.02710896361409456,0.9913736412517891,0.8916654197216819
27,0.026087944726139827,0.9915283741441336,0.907227293131827
28,0.024967098599391998,0.9916444238133921,0.904683525362861
29,0.02195652655528548,0.9924567714982012,0.8942091874906479
30,0.022399864901239883,0.9925341379443735,0.8901690857399371
31,0.02020995882000111,0.9930757030675796,0.8969025886577884
32,0.019115464732173074,0.9938880507523887,0.9052820589555589
33,0.019111016184312872,0.993694634636958,0.9058805925482568
34,0.017807617557631567,0.994506982321767,0.9003441568158013
35,0.016590738116929512,0.9941975165370779,0.9151578632350741
36,0.017714812945906478,0.9941201500909056,0.9019901241957204
37,0.015733672574189332,0.9947390816602839,0.9061798593446058
38,0.017383203466618685,0.9943522494294225,0.898997456232231
39,0.016575927004506674,0.9940427836447333,0.9124644620679335
40,0.014855922112186061,0.9953966964527484,0.9012419572048481
41,0.010860203317275987,0.9965958763684191,0.9153074966332485
42,0.008233666705834393,0.9971374414916251,0.9156067634295975
43,0.00863646468007015,0.9974855904994004,0.9150082298368996
44,0.0067037028133951695,0.9974082240532282,0.9160556636241209
45,0.006600617713191619,0.9977950562840896,0.9160556636241209
46,0.007934199429421437,0.9976016401686588,0.9139607960496783
47,0.0063870949791698245,0.9979497891764342,0.9150082298368996
48,0.007910211711397537,0.9976016401686588,0.9139607960496783
49,0.0059525750637854655,0.9980271556226065,0.913212629058806
50,0.0067207052759678644,0.9976016401686588,0.9112673948825378
